student_id,course_id,subject,feedback_text,rating,date,true_category,true_sentiment,processed_text,dominant_topic,cluster
S13169,LIT741,Literature,The instructor's Course Content approach in Literature was outstanding.,5,2024-08-02,Course Content,Positive,instructor course content approach literature outstanding,Topic_5,2
S77795,COM447,Computer Science,I struggled with Computer Science due to inadequate Assessment Methods.,2,2024-08-10,Assessment Methods,Negative,struggled computer science due inadequate assessment method,Topic_3,2
S72687,ECO121,Economics,"I think the Learning Resources in Economics was average, nothing special.",4,2024-12-30,Learning Resources,Neutral,think learning resource economics average nothing special,Topic_5,2
S50837,PHY138,Physics,"Great Support Services in the Physics course, very helpful for my learning.",5,2025-02-17,Support Services,Positive,great support service physic course helpful learning,Topic_2,4
S56635,HIS951,History,Neither good nor bad Course Content in the History course.,4,2024-06-16,Course Content,Neutral,neither good bad course content history course,Topic_1,2
S43122,BIO458,Biology,The Learning Resources in Biology needs significant improvement.,3,2024-07-02,Learning Resources,Negative,learning resource biology need significant improvement,Topic_3,2
S96512,ECO542,Economics,The instructor's Assessment Methods approach in Economics was outstanding.,4,2024-08-27,Assessment Methods,Positive,instructor assessment method approach economics outstanding,Topic_5,2
S95466,PHY483,Physics,Neither good nor bad Support Services in the Physics course.,3,2024-05-12,Support Services,Neutral,neither good bad support service physic course,Topic_1,2
S64308,ECO194,Economics,"I think the Support Services in Economics was average, nothing special.",4,2024-05-02,Support Services,Neutral,think support service economics average nothing special,Topic_5,2
S77647,PSY458,Psychology,I found the Assessment Methods in Psychology to be very well organized and useful.,5,2024-07-14,Assessment Methods,Positive,found assessment method psychology well organized useful,Topic_3,3
S39902,PSY549,Psychology,The Support Services in Psychology met the basic requirements.,3,2024-08-25,Support Services,Neutral,support service psychology met basic requirement,Topic_4,2
S42942,PSY753,Psychology,The Course Content in Psychology met the basic requirements.,3,2024-06-01,Course Content,Neutral,course content psychology met basic requirement,Topic_4,2
S39067,PSY683,Psychology,I really enjoyed the Psychology course. The Teaching Quality was excellent.,4,2024-08-07,Teaching Quality,Positive,really enjoyed psychology course teaching quality excellent,Topic_2,0
S53221,CHE931,Chemistry,I was disappointed with the Learning Resources in the Chemistry course.,3,2024-07-05,Learning Resources,Negative,disappointed learning resource chemistry course,Topic_4,2
S91014,CHE189,Chemistry,The Teaching Quality in the Chemistry class exceeded my expectations.,4,2024-06-07,Teaching Quality,Positive,teaching quality chemistry class exceeded expectation,Topic_1,1
S46844,ECO728,Economics,I really enjoyed the Economics course. The Learning Resources was excellent.,4,2024-06-17,Learning Resources,Positive,really enjoyed economics course learning resource excellent,Topic_2,0
S27739,LIT330,Literature,The Support Services in Literature met the basic requirements.,4,2025-02-08,Support Services,Neutral,support service literature met basic requirement,Topic_4,2
S69952,HIS863,History,The Assessment Methods in the History class was below standard.,2,2024-08-16,Assessment Methods,Negative,assessment method history class standard,Topic_1,1
S52893,CHE462,Chemistry,Neither good nor bad Teaching Quality in the Chemistry course.,4,2024-05-06,Teaching Quality,Neutral,neither good bad teaching quality chemistry course,Topic_1,2
S36983,COM692,Computer Science,"The Computer Science course had reasonable Teaching Quality, but could be improved.",3,2025-02-25,Teaching Quality,Neutral,computer science course reasonable teaching quality could improved,Topic_2,3
S46355,PHY691,Physics,I really enjoyed the Physics course. The Learning Resources was excellent.,5,2024-07-15,Learning Resources,Positive,really enjoyed physic course learning resource excellent,Topic_2,0
S53220,LIT898,Literature,"Great Support Services in the Literature course, very helpful for my learning.",5,2025-04-10,Support Services,Positive,great support service literature course helpful learning,Topic_2,4
S13045,CHE313,Chemistry,I really enjoyed the Chemistry course. The Facilities was excellent.,4,2024-04-29,Facilities,Positive,really enjoyed chemistry course facility excellent,Topic_2,0
S62419,MAT771,Mathematics,Neither good nor bad Facilities in the Mathematics course.,4,2024-08-17,Facilities,Neutral,neither good bad facility mathematics course,Topic_1,2
S95802,HIS616,History,The Facilities in the History course was adequate.,3,2025-01-06,Facilities,Neutral,facility history course adequate,Topic_1,2
S68734,LIT842,Literature,The Facilities in Literature met the basic requirements.,4,2024-08-05,Facilities,Neutral,facility literature met basic requirement,Topic_4,2
S90956,CHE362,Chemistry,I really enjoyed the Chemistry course. The Teaching Quality was excellent.,5,2024-10-25,Teaching Quality,Positive,really enjoyed chemistry course teaching quality excellent,Topic_2,0
S19529,PSY943,Psychology,I found the Teaching Quality in Psychology to be very well organized and useful.,4,2024-08-28,Teaching Quality,Positive,found teaching quality psychology well organized useful,Topic_3,3
S60837,ECO418,Economics,The Teaching Quality in the Economics class exceeded my expectations.,4,2024-08-29,Teaching Quality,Positive,teaching quality economics class exceeded expectation,Topic_1,1
S37284,ECO587,Economics,I really enjoyed the Economics course. The Facilities was excellent.,5,2024-08-08,Facilities,Positive,really enjoyed economics course facility excellent,Topic_2,0
S37294,COM576,Computer Science,"The Computer Science course had reasonable Teaching Quality, but could be improved.",4,2024-06-15,Teaching Quality,Neutral,computer science course reasonable teaching quality could improved,Topic_2,3
S71915,HIS316,History,The instructor's Assessment Methods approach in History was outstanding.,5,2025-03-29,Assessment Methods,Positive,instructor assessment method approach history outstanding,Topic_5,2
S19086,HIS146,History,The Learning Resources in History met the basic requirements.,3,2024-09-19,Learning Resources,Neutral,learning resource history met basic requirement,Topic_4,2
S88248,PSY410,Psychology,The instructor's Facilities approach in Psychology was outstanding.,5,2024-04-28,Facilities,Positive,instructor facility approach psychology outstanding,Topic_5,2
S63618,PSY166,Psychology,The Assessment Methods in the Psychology course was adequate.,4,2024-12-23,Assessment Methods,Neutral,assessment method psychology course adequate,Topic_1,2
S64626,PHY791,Physics,Neither good nor bad Course Content in the Physics course.,4,2024-10-03,Course Content,Neutral,neither good bad course content physic course,Topic_1,2
S33956,LIT660,Literature,"I think the Support Services in Literature was average, nothing special.",4,2024-05-06,Support Services,Neutral,think support service literature average nothing special,Topic_5,2
S10741,ECO176,Economics,The instructor's Learning Resources approach in Economics was outstanding.,5,2024-05-20,Learning Resources,Positive,instructor learning resource approach economics outstanding,Topic_5,2
S75530,CHE874,Chemistry,The Teaching Quality in the Chemistry course was adequate.,3,2024-12-16,Teaching Quality,Neutral,teaching quality chemistry course adequate,Topic_1,2
S31819,PSY869,Psychology,I was disappointed with the Facilities in the Psychology course.,2,2024-04-12,Facilities,Negative,disappointed facility psychology course,Topic_1,2
S64936,ECO490,Economics,"The Economics course had reasonable Course Content, but could be improved.",3,2025-04-02,Course Content,Neutral,economics course reasonable course content could improved,Topic_2,3
S89693,PHY730,Physics,I struggled with Physics due to inadequate Learning Resources.,3,2024-07-08,Learning Resources,Negative,struggled physic due inadequate learning resource,Topic_3,2
S18498,MAT131,Mathematics,Poor Assessment Methods made the Mathematics course difficult to follow.,1,2025-02-11,Assessment Methods,Negative,poor assessment method made mathematics course difficult follow,Topic_4,2
S88113,BIO464,Biology,"The Biology course had reasonable Learning Resources, but could be improved.",3,2024-07-01,Learning Resources,Neutral,biology course reasonable learning resource could improved,Topic_2,3
S28829,HIS512,History,I found the Teaching Quality in History to be very well organized and useful.,4,2024-10-03,Teaching Quality,Positive,found teaching quality history well organized useful,Topic_3,3
S69245,BIO330,Biology,"Great Facilities in the Biology course, very helpful for my learning.",5,2024-10-15,Facilities,Positive,great facility biology course helpful learning,Topic_2,4
S58113,PHY846,Physics,"I think the Course Content in Physics was average, nothing special.",4,2024-12-30,Course Content,Neutral,think course content physic average nothing special,Topic_5,2
S88933,ECO256,Economics,"Great Assessment Methods in the Economics course, very helpful for my learning.",5,2024-07-02,Assessment Methods,Positive,great assessment method economics course helpful learning,Topic_2,4
S53390,HIS891,History,The instructor's Teaching Quality approach in History was outstanding.,5,2024-07-14,Teaching Quality,Positive,instructor teaching quality approach history outstanding,Topic_5,2
S87527,CHE831,Chemistry,Poor Facilities made the Chemistry course difficult to follow.,2,2024-07-08,Facilities,Negative,poor facility made chemistry course difficult follow,Topic_4,2
S13477,PSY544,Psychology,I really enjoyed the Psychology course. The Support Services was excellent.,4,2025-03-17,Support Services,Positive,really enjoyed psychology course support service excellent,Topic_2,0
S58220,CHE416,Chemistry,"Great Teaching Quality in the Chemistry course, very helpful for my learning.",4,2024-08-21,Teaching Quality,Positive,great teaching quality chemistry course helpful learning,Topic_2,4
S68320,COM545,Computer Science,The Course Content in the Computer Science class exceeded my expectations.,4,2025-03-22,Course Content,Positive,course content computer science class exceeded expectation,Topic_1,1
S33008,LIT834,Literature,The instructor's Support Services approach in Literature was outstanding.,4,2025-02-15,Support Services,Positive,instructor support service approach literature outstanding,Topic_5,2
S24083,PHY821,Physics,I found the Teaching Quality in Physics to be very well organized and useful.,5,2025-02-02,Teaching Quality,Positive,found teaching quality physic well organized useful,Topic_3,3
S20739,LIT198,Literature,I found the Course Content in Literature to be very well organized and useful.,5,2024-04-30,Course Content,Positive,found course content literature well organized useful,Topic_3,3
S86949,PHY857,Physics,The Support Services in the Physics class exceeded my expectations.,5,2025-01-01,Support Services,Positive,support service physic class exceeded expectation,Topic_1,1
S60728,COM175,Computer Science,The Support Services in the Computer Science class exceeded my expectations.,4,2024-07-16,Support Services,Positive,support service computer science class exceeded expectation,Topic_1,1
S27510,PHY691,Physics,"Great Assessment Methods in the Physics course, very helpful for my learning.",4,2024-05-06,Assessment Methods,Positive,great assessment method physic course helpful learning,Topic_2,4
S38130,PSY794,Psychology,The Facilities in the Psychology class exceeded my expectations.,5,2024-11-17,Facilities,Positive,facility psychology class exceeded expectation,Topic_1,1
S17327,COM690,Computer Science,"Great Learning Resources in the Computer Science course, very helpful for my learning.",4,2024-09-11,Learning Resources,Positive,great learning resource computer science course helpful learning,Topic_2,4
S80703,CHE708,Chemistry,The Teaching Quality in Chemistry needs significant improvement.,2,2025-03-13,Teaching Quality,Negative,teaching quality chemistry need significant improvement,Topic_3,2
S74679,LIT198,Literature,The Learning Resources in the Literature class exceeded my expectations.,5,2024-08-18,Learning Resources,Positive,learning resource literature class exceeded expectation,Topic_1,1
S48645,LIT623,Literature,I was disappointed with the Learning Resources in the Literature course.,1,2025-03-01,Learning Resources,Negative,disappointed learning resource literature course,Topic_4,2
S69073,PSY382,Psychology,The Learning Resources in Psychology met the basic requirements.,3,2024-11-27,Learning Resources,Neutral,learning resource psychology met basic requirement,Topic_4,2
S86431,CHE784,Chemistry,The Facilities in the Chemistry class exceeded my expectations.,4,2024-10-21,Facilities,Positive,facility chemistry class exceeded expectation,Topic_1,1
S47215,ECO804,Economics,The instructor's Teaching Quality approach in Economics was outstanding.,5,2024-12-05,Teaching Quality,Positive,instructor teaching quality approach economics outstanding,Topic_5,2
S71680,MAT441,Mathematics,"Great Course Content in the Mathematics course, very helpful for my learning.",4,2024-08-07,Course Content,Positive,great course content mathematics course helpful learning,Topic_2,4
S38022,CHE278,Chemistry,The Assessment Methods in the Chemistry course was adequate.,3,2024-04-19,Assessment Methods,Neutral,assessment method chemistry course adequate,Topic_1,2
S61682,COM645,Computer Science,The Support Services in Computer Science needs significant improvement.,1,2024-12-16,Support Services,Negative,support service computer science need significant improvement,Topic_3,2
S76382,HIS364,History,"The History course had reasonable Support Services, but could be improved.",4,2024-10-13,Support Services,Neutral,history course reasonable support service could improved,Topic_2,3
S28844,HIS422,History,The Learning Resources in the History course was adequate.,3,2024-06-27,Learning Resources,Neutral,learning resource history course adequate,Topic_4,2
S22104,LIT431,Literature,The Facilities in Literature met the basic requirements.,4,2025-02-14,Facilities,Neutral,facility literature met basic requirement,Topic_4,2
S64969,MAT672,Mathematics,"The Mathematics course had reasonable Teaching Quality, but could be improved.",4,2024-09-30,Teaching Quality,Neutral,mathematics course reasonable teaching quality could improved,Topic_2,3
S45928,PHY152,Physics,"The Physics course had reasonable Facilities, but could be improved.",4,2024-11-01,Facilities,Neutral,physic course reasonable facility could improved,Topic_2,3
S83086,HIS398,History,The instructor's Course Content approach in History was outstanding.,5,2024-04-16,Course Content,Positive,instructor course content approach history outstanding,Topic_5,2
S63976,MAT511,Mathematics,"I think the Teaching Quality in Mathematics was average, nothing special.",4,2025-03-20,Teaching Quality,Neutral,think teaching quality mathematics average nothing special,Topic_5,2
S56067,LIT214,Literature,The instructor's Assessment Methods approach in Literature was outstanding.,5,2025-01-06,Assessment Methods,Positive,instructor assessment method approach literature outstanding,Topic_5,2
S46830,MAT538,Mathematics,"The Mathematics course had reasonable Learning Resources, but could be improved.",3,2024-08-18,Learning Resources,Neutral,mathematics course reasonable learning resource could improved,Topic_2,3
S31610,MAT433,Mathematics,I found the Support Services in Mathematics to be very well organized and useful.,5,2024-12-10,Support Services,Positive,found support service mathematics well organized useful,Topic_3,3
S51218,LIT983,Literature,"Great Support Services in the Literature course, very helpful for my learning.",4,2024-11-01,Support Services,Positive,great support service literature course helpful learning,Topic_2,4
S88329,ECO169,Economics,The instructor's Course Content approach in Economics was outstanding.,4,2024-12-17,Course Content,Positive,instructor course content approach economics outstanding,Topic_5,2
S14720,HIS208,History,Poor Assessment Methods made the History course difficult to follow.,1,2025-03-06,Assessment Methods,Negative,poor assessment method made history course difficult follow,Topic_4,2
S86205,MAT592,Mathematics,The Facilities in the Mathematics course was adequate.,4,2024-06-21,Facilities,Neutral,facility mathematics course adequate,Topic_1,2
S79036,BIO549,Biology,The instructor's Learning Resources approach in Biology was outstanding.,5,2025-01-11,Learning Resources,Positive,instructor learning resource approach biology outstanding,Topic_5,2
S73388,PHY471,Physics,Poor Facilities made the Physics course difficult to follow.,1,2024-05-08,Facilities,Negative,poor facility made physic course difficult follow,Topic_4,2
S92750,ECO604,Economics,The instructor's Teaching Quality approach in Economics was outstanding.,4,2025-02-05,Teaching Quality,Positive,instructor teaching quality approach economics outstanding,Topic_5,2
S54512,PSY717,Psychology,The instructor's Teaching Quality approach in Psychology was outstanding.,5,2025-01-15,Teaching Quality,Positive,instructor teaching quality approach psychology outstanding,Topic_5,2
S14623,MAT772,Mathematics,The Assessment Methods in the Mathematics class exceeded my expectations.,4,2025-01-15,Assessment Methods,Positive,assessment method mathematics class exceeded expectation,Topic_1,1
S29379,MAT777,Mathematics,I struggled with Mathematics due to inadequate Teaching Quality.,1,2024-12-25,Teaching Quality,Negative,struggled mathematics due inadequate teaching quality,Topic_3,2
S59166,ECO903,Economics,The instructor's Teaching Quality approach in Economics was outstanding.,4,2024-09-01,Teaching Quality,Positive,instructor teaching quality approach economics outstanding,Topic_5,2
S74587,BIO408,Biology,I really enjoyed the Biology course. The Facilities was excellent.,5,2024-06-24,Facilities,Positive,really enjoyed biology course facility excellent,Topic_2,0
S90984,MAT929,Mathematics,I was disappointed with the Assessment Methods in the Mathematics course.,2,2024-12-14,Assessment Methods,Negative,disappointed assessment method mathematics course,Topic_1,2
S10995,MAT390,Mathematics,"I think the Teaching Quality in Mathematics was average, nothing special.",3,2024-08-15,Teaching Quality,Neutral,think teaching quality mathematics average nothing special,Topic_5,2
S23775,HIS916,History,The Facilities in the History course was adequate.,4,2024-12-26,Facilities,Neutral,facility history course adequate,Topic_1,2
S78480,LIT474,Literature,The instructor's Assessment Methods approach in Literature was outstanding.,5,2024-07-08,Assessment Methods,Positive,instructor assessment method approach literature outstanding,Topic_5,2
S96483,COM693,Computer Science,The Course Content in the Computer Science class was below standard.,2,2024-11-20,Course Content,Negative,course content computer science class standard,Topic_1,1
S67636,COM121,Computer Science,I found the Learning Resources in Computer Science to be very well organized and useful.,5,2024-04-18,Learning Resources,Positive,found learning resource computer science well organized useful,Topic_3,3
S86626,PSY444,Psychology,"I think the Assessment Methods in Psychology was average, nothing special.",4,2024-11-04,Assessment Methods,Neutral,think assessment method psychology average nothing special,Topic_5,2
S30959,LIT666,Literature,"The Literature course had reasonable Facilities, but could be improved.",3,2025-02-06,Facilities,Neutral,literature course reasonable facility could improved,Topic_2,3
S87923,LIT622,Literature,"I think the Learning Resources in Literature was average, nothing special.",3,2024-06-16,Learning Resources,Neutral,think learning resource literature average nothing special,Topic_5,2
S39830,CHE974,Chemistry,I found the Support Services in Chemistry to be very well organized and useful.,4,2024-10-22,Support Services,Positive,found support service chemistry well organized useful,Topic_3,3
S84080,HIS154,History,The Course Content in the History class exceeded my expectations.,4,2024-07-25,Course Content,Positive,course content history class exceeded expectation,Topic_1,1
S12406,COM269,Computer Science,I really enjoyed the Computer Science course. The Learning Resources was excellent.,5,2024-12-22,Learning Resources,Positive,really enjoyed computer science course learning resource excellent,Topic_2,0
S92005,CHE942,Chemistry,The Support Services in the Chemistry class exceeded my expectations.,4,2024-10-14,Support Services,Positive,support service chemistry class exceeded expectation,Topic_1,1
S70515,MAT160,Mathematics,The Assessment Methods in the Mathematics class exceeded my expectations.,5,2024-06-19,Assessment Methods,Positive,assessment method mathematics class exceeded expectation,Topic_1,1
S74806,BIO230,Biology,The instructor's Learning Resources approach in Biology was outstanding.,5,2025-01-15,Learning Resources,Positive,instructor learning resource approach biology outstanding,Topic_5,2
S54522,ECO528,Economics,I really enjoyed the Economics course. The Assessment Methods was excellent.,5,2025-04-12,Assessment Methods,Positive,really enjoyed economics course assessment method excellent,Topic_2,0
S30293,CHE970,Chemistry,"Great Course Content in the Chemistry course, very helpful for my learning.",5,2024-09-12,Course Content,Positive,great course content chemistry course helpful learning,Topic_2,4
S30411,BIO432,Biology,"The Biology course had reasonable Teaching Quality, but could be improved.",3,2025-03-27,Teaching Quality,Neutral,biology course reasonable teaching quality could improved,Topic_2,3
S65489,HIS409,History,"Great Course Content in the History course, very helpful for my learning.",5,2025-04-02,Course Content,Positive,great course content history course helpful learning,Topic_2,4
S25238,PSY937,Psychology,I was disappointed with the Support Services in the Psychology course.,2,2025-02-10,Support Services,Negative,disappointed support service psychology course,Topic_1,2
S20926,CHE670,Chemistry,The Learning Resources in Chemistry met the basic requirements.,4,2024-11-22,Learning Resources,Neutral,learning resource chemistry met basic requirement,Topic_4,2
S51160,MAT116,Mathematics,The instructor's Facilities approach in Mathematics was outstanding.,5,2024-11-10,Facilities,Positive,instructor facility approach mathematics outstanding,Topic_5,2
S25448,ECO580,Economics,The Support Services in Economics met the basic requirements.,4,2024-08-21,Support Services,Neutral,support service economics met basic requirement,Topic_4,2
S45701,PHY812,Physics,I really enjoyed the Physics course. The Teaching Quality was excellent.,5,2025-02-23,Teaching Quality,Positive,really enjoyed physic course teaching quality excellent,Topic_2,0
S19819,PHY827,Physics,"I think the Course Content in Physics was average, nothing special.",3,2024-11-28,Course Content,Neutral,think course content physic average nothing special,Topic_5,2
S24501,HIS303,History,"Great Learning Resources in the History course, very helpful for my learning.",4,2025-03-03,Learning Resources,Positive,great learning resource history course helpful learning,Topic_2,4
S42394,HIS411,History,The instructor's Learning Resources approach in History was outstanding.,5,2025-03-21,Learning Resources,Positive,instructor learning resource approach history outstanding,Topic_5,2
S17964,CHE549,Chemistry,"Great Course Content in the Chemistry course, very helpful for my learning.",5,2024-08-12,Course Content,Positive,great course content chemistry course helpful learning,Topic_2,4
S91360,ECO370,Economics,The Course Content in the Economics class was below standard.,3,2024-08-09,Course Content,Negative,course content economics class standard,Topic_1,1
S97965,CHE844,Chemistry,The Teaching Quality in the Chemistry course was adequate.,3,2025-03-01,Teaching Quality,Neutral,teaching quality chemistry course adequate,Topic_1,2
S94223,CHE361,Chemistry,I found the Learning Resources in Chemistry to be very well organized and useful.,4,2024-07-14,Learning Resources,Positive,found learning resource chemistry well organized useful,Topic_3,3
S18928,COM953,Computer Science,"The Computer Science course had reasonable Support Services, but could be improved.",4,2024-10-02,Support Services,Neutral,computer science course reasonable support service could improved,Topic_2,3
S58999,CHE252,Chemistry,I found the Support Services in Chemistry to be very well organized and useful.,5,2025-03-17,Support Services,Positive,found support service chemistry well organized useful,Topic_3,3
S68707,COM834,Computer Science,"Great Assessment Methods in the Computer Science course, very helpful for my learning.",4,2025-03-15,Assessment Methods,Positive,great assessment method computer science course helpful learning,Topic_2,4
S95349,ECO572,Economics,I found the Support Services in Economics to be very well organized and useful.,4,2024-12-09,Support Services,Positive,found support service economics well organized useful,Topic_3,3
S62748,BIO348,Biology,Neither good nor bad Learning Resources in the Biology course.,4,2024-08-01,Learning Resources,Neutral,neither good bad learning resource biology course,Topic_1,2
S38764,PSY280,Psychology,I really enjoyed the Psychology course. The Learning Resources was excellent.,5,2024-06-11,Learning Resources,Positive,really enjoyed psychology course learning resource excellent,Topic_2,0
S24253,BIO811,Biology,I found the Support Services in Biology to be very well organized and useful.,4,2024-05-22,Support Services,Positive,found support service biology well organized useful,Topic_3,3
S29197,COM617,Computer Science,The instructor's Teaching Quality approach in Computer Science was outstanding.,5,2025-02-16,Teaching Quality,Positive,instructor teaching quality approach computer science outstanding,Topic_5,2
S57547,COM781,Computer Science,The Assessment Methods in the Computer Science course was adequate.,3,2024-10-30,Assessment Methods,Neutral,assessment method computer science course adequate,Topic_2,2
S80145,HIS793,History,I found the Teaching Quality in History to be very well organized and useful.,4,2024-05-07,Teaching Quality,Positive,found teaching quality history well organized useful,Topic_3,3
S19522,HIS148,History,"The History course had reasonable Teaching Quality, but could be improved.",4,2024-06-15,Teaching Quality,Neutral,history course reasonable teaching quality could improved,Topic_2,3
S89492,LIT984,Literature,The Facilities in the Literature course was adequate.,3,2025-01-25,Facilities,Neutral,facility literature course adequate,Topic_1,2
S77075,PHY133,Physics,The instructor's Learning Resources approach in Physics was outstanding.,4,2024-08-30,Learning Resources,Positive,instructor learning resource approach physic outstanding,Topic_5,2
S89370,HIS450,History,The Learning Resources in the History class exceeded my expectations.,4,2024-05-24,Learning Resources,Positive,learning resource history class exceeded expectation,Topic_1,1
S24886,CHE232,Chemistry,The instructor's Assessment Methods approach in Chemistry was outstanding.,4,2024-07-06,Assessment Methods,Positive,instructor assessment method approach chemistry outstanding,Topic_5,2
S80247,ECO706,Economics,The Teaching Quality in Economics met the basic requirements.,3,2024-07-13,Teaching Quality,Neutral,teaching quality economics met basic requirement,Topic_4,2
S79320,BIO331,Biology,Poor Assessment Methods made the Biology course difficult to follow.,2,2024-05-25,Assessment Methods,Negative,poor assessment method made biology course difficult follow,Topic_4,2
S28832,PSY514,Psychology,I really enjoyed the Psychology course. The Support Services was excellent.,4,2024-07-20,Support Services,Positive,really enjoyed psychology course support service excellent,Topic_2,0
S29037,COM803,Computer Science,The instructor's Course Content approach in Computer Science was outstanding.,4,2025-01-05,Course Content,Positive,instructor course content approach computer science outstanding,Topic_5,2
S90256,HIS184,History,I found the Facilities in History to be very well organized and useful.,5,2024-09-08,Facilities,Positive,found facility history well organized useful,Topic_3,3
S75620,MAT908,Mathematics,The instructor's Assessment Methods approach in Mathematics was outstanding.,4,2024-12-26,Assessment Methods,Positive,instructor assessment method approach mathematics outstanding,Topic_5,2
S13146,COM758,Computer Science,The instructor's Teaching Quality approach in Computer Science was outstanding.,4,2024-04-17,Teaching Quality,Positive,instructor teaching quality approach computer science outstanding,Topic_5,2
S95559,HIS187,History,"Great Teaching Quality in the History course, very helpful for my learning.",4,2024-08-29,Teaching Quality,Positive,great teaching quality history course helpful learning,Topic_2,4
S40602,ECO566,Economics,I found the Course Content in Economics to be very well organized and useful.,4,2024-12-05,Course Content,Positive,found course content economics well organized useful,Topic_3,3
S43910,CHE601,Chemistry,The Assessment Methods in Chemistry met the basic requirements.,4,2024-04-18,Assessment Methods,Neutral,assessment method chemistry met basic requirement,Topic_4,2
S77569,LIT575,Literature,I found the Learning Resources in Literature to be very well organized and useful.,5,2024-11-08,Learning Resources,Positive,found learning resource literature well organized useful,Topic_3,3
S53515,PHY511,Physics,"The Physics course had reasonable Facilities, but could be improved.",3,2025-02-18,Facilities,Neutral,physic course reasonable facility could improved,Topic_2,3
S48535,PSY954,Psychology,The instructor's Assessment Methods approach in Psychology was outstanding.,4,2024-05-02,Assessment Methods,Positive,instructor assessment method approach psychology outstanding,Topic_5,2
S75377,BIO442,Biology,"The Biology course had reasonable Course Content, but could be improved.",4,2024-09-30,Course Content,Neutral,biology course reasonable course content could improved,Topic_2,3
S11457,CHE142,Chemistry,The Facilities in the Chemistry class exceeded my expectations.,4,2024-10-20,Facilities,Positive,facility chemistry class exceeded expectation,Topic_1,1
S82430,HIS573,History,"Great Assessment Methods in the History course, very helpful for my learning.",4,2024-10-21,Assessment Methods,Positive,great assessment method history course helpful learning,Topic_2,4
S76777,MAT656,Mathematics,"Great Support Services in the Mathematics course, very helpful for my learning.",5,2024-05-10,Support Services,Positive,great support service mathematics course helpful learning,Topic_2,4
S66162,COM261,Computer Science,I was disappointed with the Support Services in the Computer Science course.,3,2025-03-28,Support Services,Negative,disappointed support service computer science course,Topic_2,2
S69246,BIO464,Biology,The Facilities in Biology met the basic requirements.,4,2024-11-16,Facilities,Neutral,facility biology met basic requirement,Topic_4,2
S36851,MAT689,Mathematics,I was disappointed with the Course Content in the Mathematics course.,2,2024-05-18,Course Content,Negative,disappointed course content mathematics course,Topic_1,2
S69386,LIT202,Literature,"I think the Learning Resources in Literature was average, nothing special.",3,2025-03-05,Learning Resources,Neutral,think learning resource literature average nothing special,Topic_5,2
S54197,PHY929,Physics,I really enjoyed the Physics course. The Assessment Methods was excellent.,4,2025-03-10,Assessment Methods,Positive,really enjoyed physic course assessment method excellent,Topic_2,0
S54368,BIO445,Biology,I found the Course Content in Biology to be very well organized and useful.,5,2024-05-26,Course Content,Positive,found course content biology well organized useful,Topic_3,3
S63844,HIS646,History,The Assessment Methods in the History course was adequate.,3,2024-05-01,Assessment Methods,Neutral,assessment method history course adequate,Topic_1,2
S88284,CHE575,Chemistry,I really enjoyed the Chemistry course. The Facilities was excellent.,4,2024-08-23,Facilities,Positive,really enjoyed chemistry course facility excellent,Topic_2,0
S22462,COM630,Computer Science,I struggled with Computer Science due to inadequate Teaching Quality.,1,2024-07-17,Teaching Quality,Negative,struggled computer science due inadequate teaching quality,Topic_3,2
S26537,PSY900,Psychology,I really enjoyed the Psychology course. The Learning Resources was excellent.,5,2025-03-18,Learning Resources,Positive,really enjoyed psychology course learning resource excellent,Topic_2,0
S88084,PHY415,Physics,I struggled with Physics due to inadequate Learning Resources.,3,2025-04-01,Learning Resources,Negative,struggled physic due inadequate learning resource,Topic_3,2
S66524,CHE770,Chemistry,I really enjoyed the Chemistry course. The Facilities was excellent.,5,2024-06-13,Facilities,Positive,really enjoyed chemistry course facility excellent,Topic_2,0
S10406,PSY322,Psychology,I really enjoyed the Psychology course. The Learning Resources was excellent.,4,2025-02-16,Learning Resources,Positive,really enjoyed psychology course learning resource excellent,Topic_2,0
S70572,BIO212,Biology,I found the Teaching Quality in Biology to be very well organized and useful.,5,2025-02-27,Teaching Quality,Positive,found teaching quality biology well organized useful,Topic_3,3
S95831,COM420,Computer Science,"The Computer Science course had reasonable Support Services, but could be improved.",3,2025-03-09,Support Services,Neutral,computer science course reasonable support service could improved,Topic_2,3
S30326,MAT564,Mathematics,I struggled with Mathematics due to inadequate Course Content.,2,2025-01-01,Course Content,Negative,struggled mathematics due inadequate course content,Topic_3,2
S72314,ECO173,Economics,The Support Services in the Economics class exceeded my expectations.,5,2024-05-25,Support Services,Positive,support service economics class exceeded expectation,Topic_1,1
S93857,MAT935,Mathematics,"Great Course Content in the Mathematics course, very helpful for my learning.",4,2024-06-19,Course Content,Positive,great course content mathematics course helpful learning,Topic_2,4
S75039,CHE390,Chemistry,I really enjoyed the Chemistry course. The Learning Resources was excellent.,5,2024-12-13,Learning Resources,Positive,really enjoyed chemistry course learning resource excellent,Topic_2,0
S87321,BIO841,Biology,The Facilities in the Biology class exceeded my expectations.,4,2024-10-08,Facilities,Positive,facility biology class exceeded expectation,Topic_1,1
S44718,MAT202,Mathematics,The Facilities in the Mathematics class exceeded my expectations.,4,2024-05-26,Facilities,Positive,facility mathematics class exceeded expectation,Topic_1,1
S85390,CHE533,Chemistry,I really enjoyed the Chemistry course. The Facilities was excellent.,4,2025-02-09,Facilities,Positive,really enjoyed chemistry course facility excellent,Topic_2,0
