student_id,course_id,subject,feedback_text,rating,date,true_category,true_sentiment
S92797,COM429,Computer Science,The Assessment Methods in the Computer Science course was adequate.,3,2024-08-08,Assessment Methods,Neutral
S13169,LIT741,Literature,The instructor's Course Content approach in Literature was outstanding.,5,2024-08-02,Course Content,Positive
S77795,COM447,Computer Science,I struggled with Computer Science due to inadequate Assessment Methods.,2,2024-08-10,Assessment Methods,Negative
S72687,ECO121,Economics,"I think the Learning Resources in Economics was average, nothing special.",4,2024-12-30,Learning Resources,Neutral
S50837,PHY138,Physics,"Great Support Services in the Physics course, very helpful for my learning.",5,2025-02-17,Support Services,Positive
S56635,HIS951,History,Neither good nor bad Course Content in the History course.,4,2024-06-16,Course Content,Neutral
S43122,BIO458,Biology,The Learning Resources in Biology needs significant improvement.,3,2024-07-02,Learning Resources,Negative
S96512,ECO542,Economics,The instructor's Assessment Methods approach in Economics was outstanding.,4,2024-08-27,Assessment Methods,Positive
S95466,PHY483,Physics,Neither good nor bad Support Services in the Physics course.,3,2024-05-12,Support Services,Neutral
S64308,ECO194,Economics,"I think the Support Services in Economics was average, nothing special.",4,2024-05-02,Support Services,Neutral
S77647,PSY458,Psychology,I found the Assessment Methods in Psychology to be very well organized and useful.,5,2024-07-14,Assessment Methods,Positive
S39902,PSY549,Psychology,The Support Services in Psychology met the basic requirements.,3,2024-08-25,Support Services,Neutral
S42942,PSY753,Psychology,The Course Content in Psychology met the basic requirements.,3,2024-06-01,Course Content,Neutral
S39067,PSY683,Psychology,I really enjoyed the Psychology course. The Teaching Quality was excellent.,4,2024-08-07,Teaching Quality,Positive
S53221,CHE931,Chemistry,I was disappointed with the Learning Resources in the Chemistry course.,3,2024-07-05,Learning Resources,Negative
S91014,CHE189,Chemistry,The Teaching Quality in the Chemistry class exceeded my expectations.,4,2024-06-07,Teaching Quality,Positive
S46844,ECO728,Economics,I really enjoyed the Economics course. The Learning Resources was excellent.,4,2024-06-17,Learning Resources,Positive
S27739,LIT330,Literature,The Support Services in Literature met the basic requirements.,4,2025-02-08,Support Services,Neutral
S69952,HIS863,History,The Assessment Methods in the History class was below standard.,2,2024-08-16,Assessment Methods,Negative
S52893,CHE462,Chemistry,Neither good nor bad Teaching Quality in the Chemistry course.,4,2024-05-06,Teaching Quality,Neutral
S36983,COM692,Computer Science,"The Computer Science course had reasonable Teaching Quality, but could be improved.",3,2025-02-25,Teaching Quality,Neutral
S46355,PHY691,Physics,I really enjoyed the Physics course. The Learning Resources was excellent.,5,2024-07-15,Learning Resources,Positive
S53220,LIT898,Literature,"Great Support Services in the Literature course, very helpful for my learning.",5,2025-04-10,Support Services,Positive
S13045,CHE313,Chemistry,I really enjoyed the Chemistry course. The Facilities was excellent.,4,2024-04-29,Facilities,Positive
S62419,MAT771,Mathematics,Neither good nor bad Facilities in the Mathematics course.,4,2024-08-17,Facilities,Neutral
S95802,HIS616,History,The Facilities in the History course was adequate.,3,2025-01-06,Facilities,Neutral
S68734,LIT842,Literature,The Facilities in Literature met the basic requirements.,4,2024-08-05,Facilities,Neutral
S90956,CHE362,Chemistry,I really enjoyed the Chemistry course. The Teaching Quality was excellent.,5,2024-10-25,Teaching Quality,Positive
S19529,PSY943,Psychology,I found the Teaching Quality in Psychology to be very well organized and useful.,4,2024-08-28,Teaching Quality,Positive
S60837,ECO418,Economics,The Teaching Quality in the Economics class exceeded my expectations.,4,2024-08-29,Teaching Quality,Positive
S37284,ECO587,Economics,I really enjoyed the Economics course. The Facilities was excellent.,5,2024-08-08,Facilities,Positive
S37294,COM576,Computer Science,"The Computer Science course had reasonable Teaching Quality, but could be improved.",4,2024-06-15,Teaching Quality,Neutral
S71915,HIS316,History,The instructor's Assessment Methods approach in History was outstanding.,5,2025-03-29,Assessment Methods,Positive
S19086,HIS146,History,The Learning Resources in History met the basic requirements.,3,2024-09-19,Learning Resources,Neutral
S88248,PSY410,Psychology,The instructor's Facilities approach in Psychology was outstanding.,5,2024-04-28,Facilities,Positive
S63618,PSY166,Psychology,The Assessment Methods in the Psychology course was adequate.,4,2024-12-23,Assessment Methods,Neutral
S64626,PHY791,Physics,Neither good nor bad Course Content in the Physics course.,4,2024-10-03,Course Content,Neutral
S33956,LIT660,Literature,"I think the Support Services in Literature was average, nothing special.",4,2024-05-06,Support Services,Neutral
S10741,ECO176,Economics,The instructor's Learning Resources approach in Economics was outstanding.,5,2024-05-20,Learning Resources,Positive
S75530,CHE874,Chemistry,The Teaching Quality in the Chemistry course was adequate.,3,2024-12-16,Teaching Quality,Neutral
S31819,PSY869,Psychology,I was disappointed with the Facilities in the Psychology course.,2,2024-04-12,Facilities,Negative
S64936,ECO490,Economics,"The Economics course had reasonable Course Content, but could be improved.",3,2025-04-02,Course Content,Neutral
S89693,PHY730,Physics,I struggled with Physics due to inadequate Learning Resources.,3,2024-07-08,Learning Resources,Negative
S18498,MAT131,Mathematics,Poor Assessment Methods made the Mathematics course difficult to follow.,1,2025-02-11,Assessment Methods,Negative
S88113,BIO464,Biology,"The Biology course had reasonable Learning Resources, but could be improved.",3,2024-07-01,Learning Resources,Neutral
S28829,HIS512,History,I found the Teaching Quality in History to be very well organized and useful.,4,2024-10-03,Teaching Quality,Positive
S69245,BIO330,Biology,"Great Facilities in the Biology course, very helpful for my learning.",5,2024-10-15,Facilities,Positive
S58113,PHY846,Physics,"I think the Course Content in Physics was average, nothing special.",4,2024-12-30,Course Content,Neutral
S88933,ECO256,Economics,"Great Assessment Methods in the Economics course, very helpful for my learning.",5,2024-07-02,Assessment Methods,Positive
S53390,HIS891,History,The instructor's Teaching Quality approach in History was outstanding.,5,2024-07-14,Teaching Quality,Positive
S87527,CHE831,Chemistry,Poor Facilities made the Chemistry course difficult to follow.,2,2024-07-08,Facilities,Negative
S13477,PSY544,Psychology,I really enjoyed the Psychology course. The Support Services was excellent.,4,2025-03-17,Support Services,Positive
S58220,CHE416,Chemistry,"Great Teaching Quality in the Chemistry course, very helpful for my learning.",4,2024-08-21,Teaching Quality,Positive
S68320,COM545,Computer Science,The Course Content in the Computer Science class exceeded my expectations.,4,2025-03-22,Course Content,Positive
S33008,LIT834,Literature,The instructor's Support Services approach in Literature was outstanding.,4,2025-02-15,Support Services,Positive
S24083,PHY821,Physics,I found the Teaching Quality in Physics to be very well organized and useful.,5,2025-02-02,Teaching Quality,Positive
S20739,LIT198,Literature,I found the Course Content in Literature to be very well organized and useful.,5,2024-04-30,Course Content,Positive
S86949,PHY857,Physics,The Support Services in the Physics class exceeded my expectations.,5,2025-01-01,Support Services,Positive
S60728,COM175,Computer Science,The Support Services in the Computer Science class exceeded my expectations.,4,2024-07-16,Support Services,Positive
S27510,PHY691,Physics,"Great Assessment Methods in the Physics course, very helpful for my learning.",4,2024-05-06,Assessment Methods,Positive
S38130,PSY794,Psychology,The Facilities in the Psychology class exceeded my expectations.,5,2024-11-17,Facilities,Positive
S17327,COM690,Computer Science,"Great Learning Resources in the Computer Science course, very helpful for my learning.",4,2024-09-11,Learning Resources,Positive
S80703,CHE708,Chemistry,The Teaching Quality in Chemistry needs significant improvement.,2,2025-03-13,Teaching Quality,Negative
S74679,LIT198,Literature,The Learning Resources in the Literature class exceeded my expectations.,5,2024-08-18,Learning Resources,Positive
S48645,LIT623,Literature,I was disappointed with the Learning Resources in the Literature course.,1,2025-03-01,Learning Resources,Negative
S69073,PSY382,Psychology,The Learning Resources in Psychology met the basic requirements.,3,2024-11-27,Learning Resources,Neutral
S86431,CHE784,Chemistry,The Facilities in the Chemistry class exceeded my expectations.,4,2024-10-21,Facilities,Positive
S47215,ECO804,Economics,The instructor's Teaching Quality approach in Economics was outstanding.,5,2024-12-05,Teaching Quality,Positive
S71680,MAT441,Mathematics,"Great Course Content in the Mathematics course, very helpful for my learning.",4,2024-08-07,Course Content,Positive
S38022,CHE278,Chemistry,The Assessment Methods in the Chemistry course was adequate.,3,2024-04-19,Assessment Methods,Neutral
S61682,COM645,Computer Science,The Support Services in Computer Science needs significant improvement.,1,2024-12-16,Support Services,Negative
S76382,HIS364,History,"The History course had reasonable Support Services, but could be improved.",4,2024-10-13,Support Services,Neutral
S28844,HIS422,History,The Learning Resources in the History course was adequate.,3,2024-06-27,Learning Resources,Neutral
S22104,LIT431,Literature,The Facilities in Literature met the basic requirements.,4,2025-02-14,Facilities,Neutral
S64969,MAT672,Mathematics,"The Mathematics course had reasonable Teaching Quality, but could be improved.",4,2024-09-30,Teaching Quality,Neutral
S45928,PHY152,Physics,"The Physics course had reasonable Facilities, but could be improved.",4,2024-11-01,Facilities,Neutral
S83086,HIS398,History,The instructor's Course Content approach in History was outstanding.,5,2024-04-16,Course Content,Positive
S63976,MAT511,Mathematics,"I think the Teaching Quality in Mathematics was average, nothing special.",4,2025-03-20,Teaching Quality,Neutral
S56067,LIT214,Literature,The instructor's Assessment Methods approach in Literature was outstanding.,5,2025-01-06,Assessment Methods,Positive
S46830,MAT538,Mathematics,"The Mathematics course had reasonable Learning Resources, but could be improved.",3,2024-08-18,Learning Resources,Neutral
S31610,MAT433,Mathematics,I found the Support Services in Mathematics to be very well organized and useful.,5,2024-12-10,Support Services,Positive
S51218,LIT983,Literature,"Great Support Services in the Literature course, very helpful for my learning.",4,2024-11-01,Support Services,Positive
S88329,ECO169,Economics,The instructor's Course Content approach in Economics was outstanding.,4,2024-12-17,Course Content,Positive
S14720,HIS208,History,Poor Assessment Methods made the History course difficult to follow.,1,2025-03-06,Assessment Methods,Negative
S86205,MAT592,Mathematics,The Facilities in the Mathematics course was adequate.,4,2024-06-21,Facilities,Neutral
S79036,BIO549,Biology,The instructor's Learning Resources approach in Biology was outstanding.,5,2025-01-11,Learning Resources,Positive
S73388,PHY471,Physics,Poor Facilities made the Physics course difficult to follow.,1,2024-05-08,Facilities,Negative
S92750,ECO604,Economics,The instructor's Teaching Quality approach in Economics was outstanding.,4,2025-02-05,Teaching Quality,Positive
S54512,PSY717,Psychology,The instructor's Teaching Quality approach in Psychology was outstanding.,5,2025-01-15,Teaching Quality,Positive
S14623,MAT772,Mathematics,The Assessment Methods in the Mathematics class exceeded my expectations.,4,2025-01-15,Assessment Methods,Positive
S29379,MAT777,Mathematics,I struggled with Mathematics due to inadequate Teaching Quality.,1,2024-12-25,Teaching Quality,Negative
S59166,ECO903,Economics,The instructor's Teaching Quality approach in Economics was outstanding.,4,2024-09-01,Teaching Quality,Positive
S74587,BIO408,Biology,I really enjoyed the Biology course. The Facilities was excellent.,5,2024-06-24,Facilities,Positive
S90984,MAT929,Mathematics,I was disappointed with the Assessment Methods in the Mathematics course.,2,2024-12-14,Assessment Methods,Negative
S10995,MAT390,Mathematics,"I think the Teaching Quality in Mathematics was average, nothing special.",3,2024-08-15,Teaching Quality,Neutral
S23775,HIS916,History,The Facilities in the History course was adequate.,4,2024-12-26,Facilities,Neutral
S78480,LIT474,Literature,The instructor's Assessment Methods approach in Literature was outstanding.,5,2024-07-08,Assessment Methods,Positive
S96483,COM693,Computer Science,The Course Content in the Computer Science class was below standard.,2,2024-11-20,Course Content,Negative
S67636,COM121,Computer Science,I found the Learning Resources in Computer Science to be very well organized and useful.,5,2024-04-18,Learning Resources,Positive
S86626,PSY444,Psychology,"I think the Assessment Methods in Psychology was average, nothing special.",4,2024-11-04,Assessment Methods,Neutral
S30959,LIT666,Literature,"The Literature course had reasonable Facilities, but could be improved.",3,2025-02-06,Facilities,Neutral
S87923,LIT622,Literature,"I think the Learning Resources in Literature was average, nothing special.",3,2024-06-16,Learning Resources,Neutral
S39830,CHE974,Chemistry,I found the Support Services in Chemistry to be very well organized and useful.,4,2024-10-22,Support Services,Positive
S84080,HIS154,History,The Course Content in the History class exceeded my expectations.,4,2024-07-25,Course Content,Positive
S12406,COM269,Computer Science,I really enjoyed the Computer Science course. The Learning Resources was excellent.,5,2024-12-22,Learning Resources,Positive
S92005,CHE942,Chemistry,The Support Services in the Chemistry class exceeded my expectations.,4,2024-10-14,Support Services,Positive
S70515,MAT160,Mathematics,The Assessment Methods in the Mathematics class exceeded my expectations.,5,2024-06-19,Assessment Methods,Positive
S74806,BIO230,Biology,The instructor's Learning Resources approach in Biology was outstanding.,5,2025-01-15,Learning Resources,Positive
S54522,ECO528,Economics,I really enjoyed the Economics course. The Assessment Methods was excellent.,5,2025-04-12,Assessment Methods,Positive
S30293,CHE970,Chemistry,"Great Course Content in the Chemistry course, very helpful for my learning.",5,2024-09-12,Course Content,Positive
S30411,BIO432,Biology,"The Biology course had reasonable Teaching Quality, but could be improved.",3,2025-03-27,Teaching Quality,Neutral
S65489,HIS409,History,"Great Course Content in the History course, very helpful for my learning.",5,2025-04-02,Course Content,Positive
S25238,PSY937,Psychology,I was disappointed with the Support Services in the Psychology course.,2,2025-02-10,Support Services,Negative
S20926,CHE670,Chemistry,The Learning Resources in Chemistry met the basic requirements.,4,2024-11-22,Learning Resources,Neutral
S51160,MAT116,Mathematics,The instructor's Facilities approach in Mathematics was outstanding.,5,2024-11-10,Facilities,Positive
S25448,ECO580,Economics,The Support Services in Economics met the basic requirements.,4,2024-08-21,Support Services,Neutral
S45701,PHY812,Physics,I really enjoyed the Physics course. The Teaching Quality was excellent.,5,2025-02-23,Teaching Quality,Positive
S19819,PHY827,Physics,"I think the Course Content in Physics was average, nothing special.",3,2024-11-28,Course Content,Neutral
S24501,HIS303,History,"Great Learning Resources in the History course, very helpful for my learning.",4,2025-03-03,Learning Resources,Positive
S42394,HIS411,History,The instructor's Learning Resources approach in History was outstanding.,5,2025-03-21,Learning Resources,Positive
S17964,CHE549,Chemistry,"Great Course Content in the Chemistry course, very helpful for my learning.",5,2024-08-12,Course Content,Positive
S91360,ECO370,Economics,The Course Content in the Economics class was below standard.,3,2024-08-09,Course Content,Negative
S97965,CHE844,Chemistry,The Teaching Quality in the Chemistry course was adequate.,3,2025-03-01,Teaching Quality,Neutral
S94223,CHE361,Chemistry,I found the Learning Resources in Chemistry to be very well organized and useful.,4,2024-07-14,Learning Resources,Positive
S18928,COM953,Computer Science,"The Computer Science course had reasonable Support Services, but could be improved.",4,2024-10-02,Support Services,Neutral
S58999,CHE252,Chemistry,I found the Support Services in Chemistry to be very well organized and useful.,5,2025-03-17,Support Services,Positive
S68707,COM834,Computer Science,"Great Assessment Methods in the Computer Science course, very helpful for my learning.",4,2025-03-15,Assessment Methods,Positive
S95349,ECO572,Economics,I found the Support Services in Economics to be very well organized and useful.,4,2024-12-09,Support Services,Positive
S62748,BIO348,Biology,Neither good nor bad Learning Resources in the Biology course.,4,2024-08-01,Learning Resources,Neutral
S38764,PSY280,Psychology,I really enjoyed the Psychology course. The Learning Resources was excellent.,5,2024-06-11,Learning Resources,Positive
S24253,BIO811,Biology,I found the Support Services in Biology to be very well organized and useful.,4,2024-05-22,Support Services,Positive
S29197,COM617,Computer Science,The instructor's Teaching Quality approach in Computer Science was outstanding.,5,2025-02-16,Teaching Quality,Positive
S57547,COM781,Computer Science,The Assessment Methods in the Computer Science course was adequate.,3,2024-10-30,Assessment Methods,Neutral
S80145,HIS793,History,I found the Teaching Quality in History to be very well organized and useful.,4,2024-05-07,Teaching Quality,Positive
S19522,HIS148,History,"The History course had reasonable Teaching Quality, but could be improved.",4,2024-06-15,Teaching Quality,Neutral
S89492,LIT984,Literature,The Facilities in the Literature course was adequate.,3,2025-01-25,Facilities,Neutral
S77075,PHY133,Physics,The instructor's Learning Resources approach in Physics was outstanding.,4,2024-08-30,Learning Resources,Positive
S89370,HIS450,History,The Learning Resources in the History class exceeded my expectations.,4,2024-05-24,Learning Resources,Positive
S24886,CHE232,Chemistry,The instructor's Assessment Methods approach in Chemistry was outstanding.,4,2024-07-06,Assessment Methods,Positive
S80247,ECO706,Economics,The Teaching Quality in Economics met the basic requirements.,3,2024-07-13,Teaching Quality,Neutral
S79320,BIO331,Biology,Poor Assessment Methods made the Biology course difficult to follow.,2,2024-05-25,Assessment Methods,Negative
S28832,PSY514,Psychology,I really enjoyed the Psychology course. The Support Services was excellent.,4,2024-07-20,Support Services,Positive
S29037,COM803,Computer Science,The instructor's Course Content approach in Computer Science was outstanding.,4,2025-01-05,Course Content,Positive
S90256,HIS184,History,I found the Facilities in History to be very well organized and useful.,5,2024-09-08,Facilities,Positive
S75620,MAT908,Mathematics,The instructor's Assessment Methods approach in Mathematics was outstanding.,4,2024-12-26,Assessment Methods,Positive
S13146,COM758,Computer Science,The instructor's Teaching Quality approach in Computer Science was outstanding.,4,2024-04-17,Teaching Quality,Positive
S95559,HIS187,History,"Great Teaching Quality in the History course, very helpful for my learning.",4,2024-08-29,Teaching Quality,Positive
S40602,ECO566,Economics,I found the Course Content in Economics to be very well organized and useful.,4,2024-12-05,Course Content,Positive
S43910,CHE601,Chemistry,The Assessment Methods in Chemistry met the basic requirements.,4,2024-04-18,Assessment Methods,Neutral
S77569,LIT575,Literature,I found the Learning Resources in Literature to be very well organized and useful.,5,2024-11-08,Learning Resources,Positive
S53515,PHY511,Physics,"The Physics course had reasonable Facilities, but could be improved.",3,2025-02-18,Facilities,Neutral
S48535,PSY954,Psychology,The instructor's Assessment Methods approach in Psychology was outstanding.,4,2024-05-02,Assessment Methods,Positive
S75377,BIO442,Biology,"The Biology course had reasonable Course Content, but could be improved.",4,2024-09-30,Course Content,Neutral
S11457,CHE142,Chemistry,The Facilities in the Chemistry class exceeded my expectations.,4,2024-10-20,Facilities,Positive
S82430,HIS573,History,"Great Assessment Methods in the History course, very helpful for my learning.",4,2024-10-21,Assessment Methods,Positive
S76777,MAT656,Mathematics,"Great Support Services in the Mathematics course, very helpful for my learning.",5,2024-05-10,Support Services,Positive
S66162,COM261,Computer Science,I was disappointed with the Support Services in the Computer Science course.,3,2025-03-28,Support Services,Negative
S69246,BIO464,Biology,The Facilities in Biology met the basic requirements.,4,2024-11-16,Facilities,Neutral
S36851,MAT689,Mathematics,I was disappointed with the Course Content in the Mathematics course.,2,2024-05-18,Course Content,Negative
S69386,LIT202,Literature,"I think the Learning Resources in Literature was average, nothing special.",3,2025-03-05,Learning Resources,Neutral
S54197,PHY929,Physics,I really enjoyed the Physics course. The Assessment Methods was excellent.,4,2025-03-10,Assessment Methods,Positive
S54368,BIO445,Biology,I found the Course Content in Biology to be very well organized and useful.,5,2024-05-26,Course Content,Positive
S63844,HIS646,History,The Assessment Methods in the History course was adequate.,3,2024-05-01,Assessment Methods,Neutral
S88284,CHE575,Chemistry,I really enjoyed the Chemistry course. The Facilities was excellent.,4,2024-08-23,Facilities,Positive
S22462,COM630,Computer Science,I struggled with Computer Science due to inadequate Teaching Quality.,1,2024-07-17,Teaching Quality,Negative
S26537,PSY900,Psychology,I really enjoyed the Psychology course. The Learning Resources was excellent.,5,2025-03-18,Learning Resources,Positive
S88084,PHY415,Physics,I struggled with Physics due to inadequate Learning Resources.,3,2025-04-01,Learning Resources,Negative
S66524,CHE770,Chemistry,I really enjoyed the Chemistry course. The Facilities was excellent.,5,2024-06-13,Facilities,Positive
S10406,PSY322,Psychology,I really enjoyed the Psychology course. The Learning Resources was excellent.,4,2025-02-16,Learning Resources,Positive
S70572,BIO212,Biology,I found the Teaching Quality in Biology to be very well organized and useful.,5,2025-02-27,Teaching Quality,Positive
S95831,COM420,Computer Science,"The Computer Science course had reasonable Support Services, but could be improved.",3,2025-03-09,Support Services,Neutral
S30326,MAT564,Mathematics,I struggled with Mathematics due to inadequate Course Content.,2,2025-01-01,Course Content,Negative
S72314,ECO173,Economics,The Support Services in the Economics class exceeded my expectations.,5,2024-05-25,Support Services,Positive
S93857,MAT935,Mathematics,"Great Course Content in the Mathematics course, very helpful for my learning.",4,2024-06-19,Course Content,Positive
S75039,CHE390,Chemistry,I really enjoyed the Chemistry course. The Learning Resources was excellent.,5,2024-12-13,Learning Resources,Positive
S87321,BIO841,Biology,The Facilities in the Biology class exceeded my expectations.,4,2024-10-08,Facilities,Positive
S44718,MAT202,Mathematics,The Facilities in the Mathematics class exceeded my expectations.,4,2024-05-26,Facilities,Positive
S85390,CHE533,Chemistry,I really enjoyed the Chemistry course. The Facilities was excellent.,4,2025-02-09,Facilities,Positive
S68830,LIT961,Literature,"Great Course Content in the Literature course, very helpful for my learning.",5,2024-05-31,Course Content,Positive
S46489,COM116,Computer Science,The Teaching Quality in the Computer Science class exceeded my expectations.,4,2025-03-31,Teaching Quality,Positive
S54242,HIS133,History,The instructor's Teaching Quality approach in History was outstanding.,5,2025-03-08,Teaching Quality,Positive
S91481,HIS492,History,The Course Content in the History course was adequate.,4,2025-04-03,Course Content,Neutral
S66902,HIS783,History,"The History course had reasonable Support Services, but could be improved.",4,2024-06-28,Support Services,Neutral
S74914,CHE867,Chemistry,I found the Course Content in Chemistry to be very well organized and useful.,4,2025-03-16,Course Content,Positive
S30955,LIT987,Literature,"Great Facilities in the Literature course, very helpful for my learning.",4,2024-10-02,Facilities,Positive
S52463,HIS606,History,The instructor's Course Content approach in History was outstanding.,5,2025-03-14,Course Content,Positive
S39264,COM437,Computer Science,"Great Support Services in the Computer Science course, very helpful for my learning.",4,2024-07-29,Support Services,Positive
S46176,BIO848,Biology,The Assessment Methods in Biology met the basic requirements.,4,2025-03-06,Assessment Methods,Neutral
S81393,LIT111,Literature,The Learning Resources in the Literature course was adequate.,3,2024-08-22,Learning Resources,Neutral
S89411,LIT656,Literature,The Teaching Quality in the Literature class exceeded my expectations.,4,2024-09-20,Teaching Quality,Positive
S16849,ECO754,Economics,I really enjoyed the Economics course. The Course Content was excellent.,4,2024-07-24,Course Content,Positive
S93013,MAT744,Mathematics,Neither good nor bad Course Content in the Mathematics course.,4,2025-01-23,Course Content,Neutral
S94385,LIT494,Literature,Poor Learning Resources made the Literature course difficult to follow.,3,2024-04-21,Learning Resources,Negative
S59417,CHE133,Chemistry,The Support Services in the Chemistry class exceeded my expectations.,4,2024-08-26,Support Services,Positive
S45645,ECO797,Economics,I found the Course Content in Economics to be very well organized and useful.,4,2024-09-12,Course Content,Positive
S41240,HIS908,History,"I think the Support Services in History was average, nothing special.",3,2024-12-28,Support Services,Neutral
S60373,HIS732,History,The instructor's Course Content approach in History was outstanding.,4,2024-11-11,Course Content,Positive
S51578,COM154,Computer Science,The Teaching Quality in the Computer Science class exceeded my expectations.,5,2025-03-10,Teaching Quality,Positive
S21411,COM215,Computer Science,I really enjoyed the Computer Science course. The Assessment Methods was excellent.,5,2024-10-30,Assessment Methods,Positive
S35260,BIO600,Biology,"Great Assessment Methods in the Biology course, very helpful for my learning.",5,2024-11-07,Assessment Methods,Positive
S24959,CHE360,Chemistry,I was disappointed with the Learning Resources in the Chemistry course.,2,2024-09-04,Learning Resources,Negative
S52281,PHY572,Physics,The Support Services in the Physics class was below standard.,2,2024-06-02,Support Services,Negative
S63070,CHE984,Chemistry,"Great Facilities in the Chemistry course, very helpful for my learning.",4,2024-12-27,Facilities,Positive
S38730,BIO907,Biology,The Support Services in the Biology class exceeded my expectations.,5,2024-04-26,Support Services,Positive
S35181,COM569,Computer Science,The Assessment Methods in the Computer Science class exceeded my expectations.,4,2024-11-21,Assessment Methods,Positive
S40026,COM942,Computer Science,I found the Assessment Methods in Computer Science to be very well organized and useful.,5,2024-08-01,Assessment Methods,Positive
S14028,MAT812,Mathematics,I really enjoyed the Mathematics course. The Assessment Methods was excellent.,5,2025-03-06,Assessment Methods,Positive
S59950,LIT907,Literature,I struggled with Literature due to inadequate Facilities.,1,2025-02-25,Facilities,Negative
S13924,BIO548,Biology,"Great Facilities in the Biology course, very helpful for my learning.",5,2024-11-12,Facilities,Positive
S85369,MAT460,Mathematics,The Facilities in Mathematics met the basic requirements.,4,2024-09-16,Facilities,Neutral
S48575,CHE940,Chemistry,The Assessment Methods in Chemistry needs significant improvement.,2,2024-11-26,Assessment Methods,Negative
S26618,PSY997,Psychology,The Assessment Methods in the Psychology course was adequate.,3,2024-06-13,Assessment Methods,Neutral
S16265,LIT716,Literature,The Course Content in the Literature course was adequate.,4,2024-05-10,Course Content,Neutral
S44214,PHY873,Physics,"Great Assessment Methods in the Physics course, very helpful for my learning.",4,2024-07-04,Assessment Methods,Positive
S29244,COM402,Computer Science,The Course Content in the Computer Science class exceeded my expectations.,5,2024-12-19,Course Content,Positive
S61490,BIO450,Biology,The Learning Resources in the Biology class exceeded my expectations.,4,2024-12-29,Learning Resources,Positive
S39070,BIO336,Biology,I found the Learning Resources in Biology to be very well organized and useful.,4,2025-04-09,Learning Resources,Positive
S42401,BIO311,Biology,"Great Support Services in the Biology course, very helpful for my learning.",5,2025-03-03,Support Services,Positive
S64007,PSY887,Psychology,I was disappointed with the Course Content in the Psychology course.,2,2024-12-18,Course Content,Negative
S47228,MAT206,Mathematics,The instructor's Teaching Quality approach in Mathematics was outstanding.,5,2025-03-19,Teaching Quality,Positive
S23135,HIS416,History,The Learning Resources in History met the basic requirements.,4,2024-11-25,Learning Resources,Neutral
S74810,LIT745,Literature,I found the Course Content in Literature to be very well organized and useful.,5,2024-08-16,Course Content,Positive
S37375,MAT701,Mathematics,The Facilities in Mathematics needs significant improvement.,3,2024-07-27,Facilities,Negative
S80501,MAT740,Mathematics,The Learning Resources in the Mathematics course was adequate.,4,2024-09-24,Learning Resources,Neutral
S33209,BIO743,Biology,The instructor's Support Services approach in Biology was outstanding.,4,2024-10-01,Support Services,Positive
S37429,MAT621,Mathematics,I really enjoyed the Mathematics course. The Facilities was excellent.,5,2024-05-01,Facilities,Positive
S28728,HIS222,History,"I think the Learning Resources in History was average, nothing special.",3,2024-12-11,Learning Resources,Neutral
S93923,HIS455,History,"Great Learning Resources in the History course, very helpful for my learning.",5,2024-05-24,Learning Resources,Positive
S70976,HIS277,History,I found the Course Content in History to be very well organized and useful.,4,2025-01-16,Course Content,Positive
S48906,BIO309,Biology,I was disappointed with the Facilities in the Biology course.,1,2025-04-02,Facilities,Negative
S19854,BIO940,Biology,"I think the Learning Resources in Biology was average, nothing special.",4,2024-11-12,Learning Resources,Neutral
S98471,ECO136,Economics,Neither good nor bad Course Content in the Economics course.,3,2024-08-30,Course Content,Neutral
S14370,ECO945,Economics,The Assessment Methods in the Economics course was adequate.,3,2024-07-07,Assessment Methods,Neutral
S67274,PHY221,Physics,"I think the Course Content in Physics was average, nothing special.",4,2024-08-17,Course Content,Neutral
S69543,PSY673,Psychology,The Learning Resources in the Psychology class exceeded my expectations.,4,2024-06-18,Learning Resources,Positive
S58145,ECO556,Economics,I found the Support Services in Economics to be very well organized and useful.,4,2025-01-20,Support Services,Positive
S57878,LIT385,Literature,The Assessment Methods in Literature needs significant improvement.,3,2024-10-09,Assessment Methods,Negative
S72707,MAT239,Mathematics,Neither good nor bad Teaching Quality in the Mathematics course.,3,2025-02-13,Teaching Quality,Neutral
S48127,HIS765,History,The Learning Resources in the History class exceeded my expectations.,5,2024-06-15,Learning Resources,Positive
S17461,MAT918,Mathematics,The Support Services in the Mathematics class exceeded my expectations.,4,2025-03-11,Support Services,Positive
S31700,MAT995,Mathematics,"I think the Course Content in Mathematics was average, nothing special.",4,2025-03-17,Course Content,Neutral
S94676,BIO855,Biology,Poor Learning Resources made the Biology course difficult to follow.,1,2024-04-30,Learning Resources,Negative
S41380,HIS522,History,The Facilities in the History course was adequate.,4,2024-07-05,Facilities,Neutral
S49144,HIS653,History,"I think the Course Content in History was average, nothing special.",4,2024-05-13,Course Content,Neutral
S70311,MAT672,Mathematics,The Course Content in the Mathematics course was adequate.,4,2024-06-17,Course Content,Neutral
S15768,BIO292,Biology,Neither good nor bad Facilities in the Biology course.,3,2024-07-05,Facilities,Neutral
S40796,LIT286,Literature,The Teaching Quality in the Literature class was below standard.,3,2025-03-28,Teaching Quality,Negative
S19325,ECO734,Economics,"The Economics course had reasonable Learning Resources, but could be improved.",4,2025-01-10,Learning Resources,Neutral
